country,ISO 3 country code,ISO 2 country code,country full name,currency,capital city,region,continent,demonym,latitude,longitude,agricultural land,forest area,land area,rural land area,urban land area,central government debt,expense,MillionGDP,GDP,inflation,self-employed workers,tax revenue,unemployment,vulnerable employment,access to electricity,alternative and nuclear energy,electricity production from coal sources,electricity production from hydroelectric sources,electricity production from natural gas sources,electricity production from nuclear sources,electricity production from oil sources,"electricity production from renewable sources, excluding hydroelectric",net energy imports,fossil fuel energy consumption,renewable energy consumption,carbon dioxide emissions (CO2),methane emissions,nitrous oxide emissions,"other greenhouse gas emissions, HFC, PFC and SF6",urban population living in areas where elevation is below 5 meters ,health expenditure,health expenditure per capita,hospital beds,incidence of HIV,suicidemortalityrate,armed forces personnel,"internally displaced persons, by conflict and violence",military expenditure,birth rate,death rate,fertility rate,individuals using the Internet,life expectancy at birth,net migration,female population,male population,population,proportion of seats held by women in national parliaments,rural population,urban population,press freedom,democracy score,democracy type,median age,political leader,title of the political leader
Greece,GRC,GR,Hellenic Republic,Euro,Athens,Southern Europe,Europe,Greek,39,22,58671.88,39018,128900,128795.9109,2748.663461,203.2858092,50.94366435,238206.3126,2.38E+11,3.464801285,37.11623589,27.80703245,10.997,30.02136792,100,6.202481177,42.65948825,11.76720312,17.54081278,0,10.92779129,16.88858014,64.17554664,82.57463513,21.5,51002.2,9405.825274,4423.24792,5259.339844,2.867270749,9.17298794,1845.775635,4.2,0.08,5.1,147000,,3.692074495,7.3,13.4,1.43,83.17066333,81,5000,5297371,5063924,10361295,23,2002527,8358768,2.69,7.29,Flawed democracy,41.4,Kyriakos Mitsotakis,Prime Minister
Qatar,QAT,QA,State of Qatar,Qatari riyal,Doha,Western Asia,Asia,Qatari,25.5,51.25,740,0,11490,10591.24111,678.0532012,,,235770.4037,2.36E+11,3.027648992,0.392793198,,0.13,0.14040776,100,0,0,0,100,0,0,0,-398.9911867,99.99502672,0,87578.3,30708.39042,602.919213,-13100.08444,5.869885628,2.89366841,1934.0802,1.25,0.04,5.8,22000,,6.962166119,9.091,1.08,1.781,100,82,0,751956,1964435,2716391,4.444444444,17548,2698843,1.84,3.19,Authoritarian,29.8,Sheikh Tamim bin Hamad Al Thani,Emir
Italy,ITA,IT,Italian Republic,Euro,Rome,Southern Europe,Europe,Italian,42.83333333,12.83333333,124030.309,96199.4,295717,277070.5771,20916.72317,77.46365903,49.09331135,2254851.213,2.25E+12,5.622194422,21.54202426,24.92345553,7.618,15.30812245,100,6.327220594,16.12007302,16.17334726,39.37321087,0,4.753482359,22.50587792,76.41798211,79.94845474,17.5,281286.8,43888.65304,15989.66164,-9429.554688,2.682997917,9,3066,3.14,0.04,6.7,338000,,1.679092338,6.7,12.1,1.24,85.06074504,83,58496,30089777,28671370,58761146,32.25,16468986,42292160,3.13,7.71,Flawed democracy,43.6,Giorgia Meloni,Prime Minister
Brazil,BRA,BR,Federative Republic of Brazil,Brazilian real,Brasília,South America,America,Brazilian,-10,-55,2393695.61,4953913.667,8358140,8385496.484,45853.33961,79.10232189,34.13446098,2173665.656,2.17E+12,4.593562823,32.12743105,14.72584792,7.95,27.80441164,100,10.80908733,4.722411339,61.8484936,13.66624717,2.603567928,5.044253265,12.11841445,11.87013338,59.10753264,46.5,414138.8,449213.973,191103.2517,-12454.91406,1.741762084,9.89072323,761.2677612,2.09,0.24,6.9,762000,16000,1.053422011,12.649,8.139,1.626,80.52775094,73,6000,110181331,106241115,216422446,17.54385965,26429509,189992937,2.38,6.97,Flawed democracy,29.6,Jair Bolsonaro,President
Canada,CAN,CA,Canada,Canadian dollar,Ottawa,Northern America,America,Canadian,60,-95,569910,3468911.133,8788700,9197138.473,13983.1143,61.41786358,18.49653555,2161483.369,2.16E+12,6.802801153,13.57361836,12.82601965,5.28,9.854296635,100,19.77084639,9.836449295,56.74419298,10.01595253,15.54656052,1.214777708,6.267257059,-72.52816977,74.08906202,23.8,516873.7,100143.3855,47080.30993,-112198.6016,0.892721442,11.15471363,6207.181641,2.52,0.04,11.8,72000,,1.236655913,9,8.6,1.33,92.83401664,81,248586,19587848,19351209,38939056,30.47337278,7105599,31833457,4.98,9.15,Full democracy,36.4,Justin Trudeau,Prime Minister
Hungary,HUN,HU,Hungary,Hungarian forint,Budapest,Eastern Europe,Europe,Hungarian,47,20,50436.886,20515.567,91260,87565.24504,3928.833665,75.52595348,42.41695588,212388.9065,2.12E+11,17.12496597,12.67546636,23.4281197,4.126,8.381644502,100,18.45146344,19.47135983,0.771208226,16.83475051,52.18508997,0.253773647,9.811482434,57.66670548,69.54979369,15.3,44769.3,6956.244958,6484.468559,-4678.898926,0,7.38,1382,7.01,,16.6,46000,,1.525737207,9.3,14.2,1.52,90.46084106,76,-156677,4979362,4610510,9589872,14.07035176,2602308,6987564,2.57,6.63,Flawed democracy,37.8,Viktor Orbán,Prime Minister
Russia,RUS,RU,Russian Federation,Russian ruble,Moscow,Eastern Europe,Europe,Russian,60,100,2154940,8153116,16376870,16224183.47,52886.95487,19.50623768,31.75251902,2021421.476,2.02E+12,6.69445892,6.612156079,10.97033878,3.325,5.351700234,100,8.15652486,14.82165832,15.76476859,49.71260943,17.0150979,0.946957789,0.091026564,-83.67054072,92.14287582,3.5,1618271,617227.2995,69231.05118,-102409.2969,0.697415571,7.39,936,7.12,,25.1,1454000,60000,4.056316332,8.9,12.9,1.416,90.41799163,73,-136414,77025630,66800500,143826130,16.44444444,35480468,108345662,1.55,2.94,Authoritarian,35.3,Vladimir Putin,President
Mexico,MEX,MX,United Mexican States,Mexican peso,Mexico City,Central America,America,Mexican,23,-102,971260,655643.167,1943950,1920993.85,28588.1316,44.04765463,22.36082411,1788886.821,1.79E+12,5.527960873,31.8444442,13.43718477,2.812,26.70936117,100,3.517210736,10.86591802,9.903965443,59.86121914,3.720856983,10.14887285,5.49016835,-4.666485313,90.42620791,13,383131.4,143480.8889,43291.23439,57197.25391,0.630815235,6.07868719,610.6453247,0.98,0.16,5.3,341000,392000,0.606752933,14.636,6.705,1.803,75.62650476,75,-50239,65814200,62641366,128455567,50,23658946,104796621,1.67,6.19,Flawed democracy,25.8,Andrés Manuel López Obrador,President
Ukraine,UKR,UA,Ukraine,Ukrainian hryvnia,Kiev,Eastern Europe,Europe,Ukrainian,49,32,413110,96960,579400,569709.5062,16271.29501,58.71618507,57.89476618,178757.0214,1.79E+11,12.84902228,17.6354678,16.69150738,9.834,16.46620656,100,22.5308724,34.57818245,3.329261973,6.231648037,48.5720566,0.460187036,1.05238483,27.20850822,75.34950578,8.9,165663.6,32317.87499,28400.54979,-31170.07422,0.752524497,8.01,368,7.46,,21.6,298000,3689000,33.546573,7.659,21.4,1.265,79.21829353,69,1784718,20128390,16871609,37000000,20.43269231,11064850,25935150,2.41,5.69,Hybrid regime,40.7,Volodymyr Zelensky,President
China,CHN,CN,People's Republic of China,Chinese yuan,Beijing,Eastern Asia,Asia,Chinese,35,105,5206950,2218577.5,9388210,8723723.06,522345.1853,,,17794781.99,1.78E+13,0.234836829,45.7613392,7.700872914,4.67,41.82026483,100,5.10701715,70.30942695,19.06981297,2.487030638,2.33928636,0.165618383,4.857004208,15.02180074,87.67043077,15.2,10944686.2,1186285.181,536920.2103,-364711.4375,4.353308824,5.38360548,670.5145874,4.31,,8.1,2535000,,1.595380743,6.77,7.37,1.175,75.61131603,79,-310220,691168325,719541674,1410710000,26.536782,499814553,910895447,0.99,3.32,Authoritarian,35,Xi Jinping,General Secretary of the Communist Party
Australia,AUS,AU,Commonwealth of Australia,Australian dollar,Canberra,Australia and New Zealand,Oceania,Australian,-27,133,3635190,1340051,7692020,7650418.083,11945.98604,57.97474821,27.62683003,1723827.215,1.72E+12,5.597014925,15.87116335,23.59866468,3.667,10.3338959,100,2.1543942,62.8716168,5.296183545,20.79547797,0,2.695064136,8.34165755,-190.1909476,89.62563011,12.3,378996.8,131484.7632,49331.81586,-17268.70508,2.709677061,10.54363918,7055.368164,3.84,0.01,12.5,60000,,1.898824348,11.6,7.3,1.63,96.24,83,139991,13409588,13228956,26638544,38.41059603,3565036,23073508,4.73,9.09,Full democracy,33.5,Anthony Albanese,Prime Minister
Korea,KOR,KR,Republic of Korea,Korean won,Seoul,Eastern Asia,Asia,South Korean,37,127.5,16030,62770,97600,86793.3716,12473.40781,51.17913232,33.64303226,1712792.854,1.71E+12,3.592814371,23.4520513,18.44457967,2.642,18.59106352,100,15.96282017,43.0762564,0.390731684,22.36893374,29.99894397,2.279207467,1.503934628,81.44832917,81.02847581,3.6,569681.8,21990.13017,10096.79464,56606.16797,1.568655072,9.72047997,3123.947021,12.43,,28.6,569000,,2.717745696,4.9,7.3,0.778,97.16855413,83,29998,25908514,25804105,51712619,19.06354515,9589588,42123031,3.14,8,Flawed democracy,40.5,Yoon Suk-yeol,President
Ethiopia,ETH,ET,Federal Democratic Republic of Ethiopia,Ethiopian birr,Addis Ababa,Eastern Africa,Africa,Ethiopian,8,38,385950,169955,1128571.265,1124616.275,5760.664715,31.44884867,7.422450123,163697.9276,1.64E+11,30.21882781,85.15474081,4.505768945,3.497,85.01504605,55,1.183669883,0,92.68947015,0,0,0.038325189,7.272204657,5.926314417,6.56980663,90.6,18098,94645.58072,53761.30355,5071.144684,0,3.20824432,26.47735214,0.33,0.08,5.4,138000,2852000,0.903892014,31.835,6.497,4.063,16.6981031,66,-11999,62981355,63545705,126527060,41.31355932,97227189,29299871,2.23,3.35,Authoritarian,14.8,Abiy Ahmed,Prime Minister
Kuwait,KWT,KW,State of Kuwait,Kuwaiti dinar,Kuwait City,Western Asia,Asia,Kuwaiti,29.5,45.75,1500,62.5,17820,16647.65026,772.9420165,,34.55436977,161772.222,1.62E+11,3.64216403,2.094295884,1.492442927,2.076,1.425543325,100,0,0,0,36.41891693,0,63.58108307,0,-391.0584858,93.68988945,0.1,92308.9,22640.62617,946.957816,1767.773071,3.913007217,5.78120756,1860.783691,2.04,,2.9,25000,,4.531345212,9.727,2.606,2.092,99.7,80,11999,1693808,2616300,4310108,3.076923077,0,4310108,2.31,3.85,Authoritarian,35.8,Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah,Emir
Spain,ESP,ES,Kingdom of Spain,Euro,Madrid,Southern Europe,Europe,Spanish,40,-4,262284.464,185764.6,499733.244,488925.7056,15655.06941,111.4266632,36.28523066,1580694.713,1.58E+12,3.532361335,15.33939142,15.81600102,12.144,10.50025275,100,19.97537665,18.96238913,10.12988135,18.89831241,20.61866432,6.20644223,24.82000922,71.43266029,72.95554612,19,202705.8,39703.22586,20960.37066,4827.679688,3.372221302,10.74003887,3234.292969,2.97,,7.7,199000,,1.466033844,6.9,9.7,1.16,94.4855432,83,39998,24662475,23710861,48373336,44.28571429,8923913,39449423,3.56,8.08,Full democracy,40.8,Pedro Sánchez,President
Morocco,MAR,MA,Kingdom of Morocco,Moroccan dirham,Rabat,Northern Africa,Africa,Moroccan,32,-5,302910,57529.567,446300,409515.811,4621.348251,51.22632157,28.21641379,141109.3732,1.41E+11,6.091141525,48.1509793,22.11517131,9.114,45.97883449,100,1.616762345,55.52563271,6.116158339,18.76703439,0,7.173913043,8.192731992,90.72183409,88.46886281,10.9,66719.5,12029.80502,8693.633782,5825.536133,1.169117898,5.73834944,221.1148529,1,0.02,7.2,246000,,3.904926223,17.161,5.766,2.299,88.13031937,75,-39998,18802069,19037976,37840044,24.30379747,13198229,24641815,1.78,4.99,Hybrid regime,25.3,Mohammed VI,King
Indonesia,IDN,ID,Republic of Indonesia,Indonesian rupiah,Jakarta,South-Eastern Asia,Asia,Indonesian,-5,120,646000,915276.633,1892555.47,1820838.066,67755.13459,45.33655693,15.80395085,1371171.152,1.37E+12,3.670131424,53.44483534,11.6048417,3.417,50.28066156,100,0.838570292,55.77646335,5.872623769,25.1700971,0,8.39801012,4.778531865,-103.0913295,66.08947546,20.2,563197,333994.9095,75595.64259,-32215.64844,6.373547525,3.70636249,160.6417694,1.04,0.09,2.4,676000,55000,0.702587599,16.196,9.59,2.153,66.48461277,68,-49997,137826291,139707831,277534122,21.56521739,114976836,162557286,2.13,6.39,Flawed democracy,25.9,Joko Widodo,President
Slovak Republic,SVK,SK,Slovak Republic,Euro,Bratislava,Eastern Europe,Europe,Slovak,48.66666666,19.5,18560,19259,48080,46876.44364,1805.386356,64.50713215,39.84571147,132793.6223,1.33E+11,10.53194766,15.0063846,19.49743945,5.84,12.33884115,100,27.4677924,12.51126464,14.51637128,6.022829679,56.87143286,1.441874437,8.163112046,60.65114478,64.0914951,17.9,29035.8,4410.301876,2031.692907,-4627.241699,0,7.75,1685,5.7,0.02,12.1,18000,,1.75731102,9.7,11,1.57,88.92560523,77,-112067,2773537,2653203,5426740,22,2494835,2931905,3.32,7.1,Flawed democracy,35.8,,
Dominican Republic,DOM,DO,Dominican Republic,Dominican peso,Santo Domingo,Caribbean,America,Dominican,19,-70.66666666,24290,21441,47531,45389.62872,2504.486359,16.41680384,17.67902337,121444.2793,1.21E+11,4.78561281,43.64933664,13.82027444,5.557,40.43802756,98.1,2.343656955,12.85691066,6.366148345,22.02958227,0,53.48106409,5.266294631,86.71710022,86.56359598,16,22881.3,9243.113873,3395.510707,2133.260498,1.38305469,4.93998051,354.0936279,1.56,0.37,4.9,71000,,0.717637598,18.111,6.068,2.247,82.19830578,74,-29099,5649550,5683423,11332972,27.89473684,1762730,9570242,2.8,6.54,Flawed democracy,23.8,Danilo Medina,President
Ecuador,ECU,EC,Republic of Ecuador,U.S. dollar,Quito,South America,America,Ecuadorean,-2,-77.5,54700,124335.6,248360,253213.9217,2293.845469,,30.31834663,118844.826,1.19E+11,2.215687642,53.29874737,13.03834428,3.367,50.80344346,100,6.213579614,0,50.70073558,12.66744096,0,34.52961672,2.102206736,-114.7121382,86.88466036,18.9,34431,27460.31312,5192.81053,-335.6887207,6.354035625,8.28661728,494.3083801,1.39,0.11,7.6,42000,,2.15522187,16.583,4.85,2.003,69.71811352,78,-21525,9111966,9078518,18190484,43.06569343,6404506,11785978,2.45,6.27,Flawed democracy,24.3,Lenín Moreno,President
Netherlands,NLD,NL,Kingdom of the Netherlands,Euro,Amsterdam,Western Europe,Europe,Dutch,52.5,5.75,18120,3704.367,33670,26211.90392,8322.48914,54.29444265,39.49834594,1118124.75,1.12E+12,3.838393543,16.35964764,24.11165209,3.561,12.87472672,100,3.373804806,38.65358408,0.084491687,42.27945853,3.508676297,1.300081766,12.35759062,35.02100765,93.46100461,12.2,130315.1,15200.5766,8336.911105,-2379.282715,43.80960529,11.29,6539,3.17,0.01,11.8,41000,,1.583281138,9.5,9.6,1.487,92.51968504,82,29998,8989550,8889938,17879488,40,1219560,16659928,9.06,8.89,Full democracy,38,Mark Rutte,Prime Minister
Turkey,TUR,TR,Republic of Turkey,New Turkish lira,Ankara,Western Asia,Asia,Turkish,39,35,380890,223763.6,769630,754924.702,15460.68824,35.24579457,29.67046246,1108022.373,1.11E+12,53.85940876,29.72728309,16.09207147,9.412,25.18753898,100,6.654300587,29.09509021,25.64948832,37.90123881,0,0.849558604,6.307132243,75.20788004,86.84318766,12,407406.2,50444.76645,38132.07296,13047.26172,2.054554289,4.57,441,2.85,,2.4,512000,1099000,1.233485548,14.468,5.101,1.882,83.43716576,78,-318067,42580261,42745739,85326000,19.83333333,19229921,66096079,1.48,4.37,Hybrid regime,27.8,Recep Tayyip Erdoğan,President
Sudan,SDN,SD,Republic of the Sudan,Sudanese pound,Khartoum,Northern Africa,Africa,Sudanese,15,30,1126648.4,181873.9,1868000,1859899.893,3789.644469,8.658732429,9.726241526,109327.0236,1.09E+11,138.8084602,59.69669862,7.390270262,11.449,58.22072417,63.2,4.365390489,0,64.53590864,0,0,22.61822641,0,-8.993080229,31.72652659,61,20796.1,55887.39611,29300.73459,2266.353068,0.416263008,2.83633852,21.58010864,0.74,0.09,3.8,144000,9053000,0.915918757,33.027,6.677,4.384,28.4,66,-9999,24074537,24034469,48109006,30.51643192,30625231,17483775,1.08,2.15,Authoritarian,14.6,Abdel Fattah al-Burhan,Leader of the Sovereignty Council
Oman,OMN,OM,Sultanate of Oman,Omani rial,Muscat,Western Asia,Asia,Omani,21,57,14662.2,24.333,309500,309151.5535,1500.494267,,,108192.4577,1.08E+11,0.942793225,4.396095494,,1.46,3.287381319,100,0,0,0,97.36552903,0,2.634470969,0,-206.1947121,99.96316865,0.1,71041.5,19838.88305,1031.910988,-16105.77216,5.062080245,4.37028217,852.6234131,1.47,0.03,4.9,47000,,5.167666618,17.706,3.279,2.567,96.38007504,74,0,1825394,2818990,4644384,0,538749,4105635,1.8,3.04,Authoritarian,25.2,Haitham bin Tariq,Sultan and Prime Minister
Saudi Arabia,SAU,SA,Kingdom of Saudi Arabia,Saudi Arabian riyal,Riyadh,Western Asia,Asia,Saudi Arabian,25,45,1736370,9770,2149690,1908957.389,7756.634132,,24.55641169,1067582.933,1.07E+12,2.327085184,6.445199657,7.772022513,4.88,1.795013302,100,4.03E-05,0,0,55.8036981,0,20.40634162,0.000295564,-191.5238831,99.92801862,0.1,513555.8,102630.5123,8249.19921,98710.58789,2.523844687,5.96836901,1441.998779,2.24,0.04,6,282000,,7.422732505,16.919,2.752,2.393,100,78,28998,15700888,21246137,36947025,19.86754967,5560527,31386498,1.19,1.93,Authoritarian,26.6,Salman,King
Kenya,KEN,KE,Republic of Kenya,Kenyan shilling,Nairobi,Eastern Africa,Africa,Kenyan,1,38,277100,36110.9,569140,579896.1624,3416.836892,,20.70629593,107440.5758,1.07E+11,7.67139634,61.39698784,13.26486486,5.682,59.84470443,76,2.238940775,0,39.23945705,0,0,12.48575277,48.27479018,17.16990331,17.37957261,67.7,19446.8,37602.48554,20969.04632,3975.081177,0.210684285,4.54763126,94.67254639,1.4,0.46,6.1,24000,40000,1.001200923,27.54,7.83,3.296,28.75752799,62,-10000,27796386,27304201,55100586,23.27586207,38834893,16265693,2.41,5.11,Hybrid regime,15.7,Uhuru Kenyatta,President
Cuba,CUB,CU,Republic of Cuba,Cuban peso,Havana,Caribbean,America,Cuban,21.5,-80,64010,32420,103800,106664.7578,3053.184682,,,107351.8,1.07E+11,,25.91028191,,1.163,21.11538306,100,0.085396664,0,0.23659306,14.54061514,0,45.96805994,3.711553628,49.77823924,85.59641456,20.9,24327.8,10377.33169,3195.025202,-1459.116333,1.546815709,13.78727818,1186.156494,5.33,0.18,14.5,76000,,2.876207372,8.889,9.852,1.449,71.11907507,78,-6000,5642765,5551684,11194449,55.74468085,2516176,8678273,1.23,3,Authoritarian,37.5,Raúl Castro,First Secretary of the Communist Party
Guatemala,GTM,GT,Republic of Guatemala,Guatemalan quetzal,Guatemala City,Central America,America,Guatemalan,15.5,-90.25,46120,35162,107160,105527.1242,2900.621828,25.20994956,14.08723804,102050.4739,1.02E+11,6.206575923,43.92842037,11.89823832,2.705,39.22734305,99.1,2.56505552,21.36010128,35.04250317,0,0,18.24923133,25.34816422,32.84420958,37.37859696,62.1,16865.2,10598.09932,5199.301551,-699.3164063,0.121005271,6.9008255,340.9581299,0.44,0.07,5.9,43000,242000,0.462491769,20.861,6.767,2.354,50.84164945,69,-9110,8892431,8710000,17602431,20,8255892,9346539,2.18,5.6,Hybrid regime,18.8,Alejandro Giammattei,President
Bulgaria,BGR,BG,Republic of Bulgaria,Bulgarian lev,Sofia,Eastern Europe,Europe,Bulgarian,43,25,50465.972,39060,108560,108913.9424,2109.344193,30.29895731,39.48342072,101584.3847,1.02E+11,9.442841401,11.08713716,21.79695918,4.295,7.256008308,100,25.82571194,46.20655697,11.61421361,3.824217307,33.81209112,0.373394608,6.374379385,36.55077772,71.04592252,20.4,34138.1,6980.496622,4328.729643,-7702.909424,1.185939498,8.56,1040,7.45,0.03,9.7,37000,,1.508123455,8.8,18.4,1.78,79.12686326,74,-4800,3311961,3118409,6430370,24.16666667,1498212,4932158,2.23,7.03,Flawed democracy,40.8,Boyko Borisov,Prime Minister
Uzbekistan,UZB,UZ,Republic of Uzbekistan,Uzbek som,Tashkent,Central Asia,Asia,Uzbekistani,41,64,256906,37155,440653,412602.1407,15432.20255,,21.01230777,90889.14931,90889149307,11.4466437,46.15663177,14.78586791,4.526,34.0666561,100,1.917067365,4.085195531,20.65293296,75.00523743,0,0.256634078,0,-26.16485847,97.73849947,1,115577.8,53601.94309,16989.31336,-867.3383789,0,7.74,157,3.98,,8,68000,3400,3.555482552,26.2,4.8,3.308,76.59043014,72,-19999,18188387,18223962,36412350,33.57142857,18012461,18399889,1.46,2.01,Authoritarian,22.9,Shavkat Mirziyoyev,President
Costa Rica,CRI,CR,Republic of Costa Rica,Costa Rican colon,San José,Central America,America,Costa Rican,10,-84,18110,30512.4,51060,49804.71155,1475.943583,71.11157641,28.59352194,86497.94144,86497941439,0.525193509,27.36665212,14.35419411,8.304,24.72271305,100,14.20870973,0,74.61154273,0,0,0.998890122,24.38956715,49.8341838,49.88027273,34.2,6967.4,4650.441149,1875.797079,441.1097412,0.96449115,7.56881428,948.9216309,1.1,0.14,8.1,10000,,,11.686,7.113,1.522,82.59801121,77,3750,2606939,2605235,5212173,47.36842105,905771,4306402,6.39,8.07,Full democracy,29.8,Carlos Alvarado Quesada,President
Luxembourg,LUX,LU,Grand Duchy of Luxembourg,Euro,Luxembourg,Western Europe,Europe,Luxembourger,49.75,6.16666666,1328.11,887,2574.46,2247.078424,283.4979815,2.901345146,40.48633028,85755.00612,85755006124,3.74140362,10.69111944,25.97288112,5.188,7.396672168,100,3.713095342,0,7.438016529,62.6596544,0,0,24.94365139,96.31074869,80.56229521,20.5,7853.1,555.763012,358.525652,-1224.631714,0,5.46,6956,4.26,0.06,11.3,1000,,0.700406725,9.9,6.8,1.31,98.24203749,83,4883,332084,336522,668606,33.33333333,52967,615639,4.99,8.81,Full democracy,35.3,Xavier Bettel,Prime Minister
Angola,AGO,AO,People's Republic of Angola,Angolan kwanza,Luanda,Middle Africa,Africa,Angolan,-12.5,18.5,458970,660523.133,1246700,1250999.883,2991.346987,,16.68495221,84722.95764,84722957642,13.64410178,64.79064783,10.0903858,14.62,60.24545243,48.5,2.548840019,0,53.17492831,0,0,46.82507169,0,-540.9974712,48.30559301,52.9,19814.5,32703.23811,17757.86784,5203.067139,1.220314734,2.96010613,64.16342163,0.8,0.44,6.1,117000,,1.328722328,38.2,7.863,5.209,32.60230173,62,-1000,18548657,18135546,36684202,33.63636364,11486557,25197645,2.24,3.62,Authoritarian,12.4,João Lourenço,President
Sri Lanka,LKA,LK,Democratic Socialist Republic of Sri Lanka,Sri Lankan rupee,Colombo,Southern Asia,Asia,Sri Lankan,7,81,28120,21098.6,61860,61386.1325,3627.830501,73.51265916,15.74247506,84356.86042,84356860421,16.54117423,42.15240732,7.277049517,6.36,39.65148301,100,3.43447352,33.70505234,45.28144439,0,0,17.81975421,3.193749052,50.26849245,50.54557398,48.8,21846.3,8377.671174,3157.195266,4415.309204,2.370427696,4.07,166,4.15,0.01,14,317000,12000,1.430432067,13.781,7.287,1.974,44.45308724,77,-77495,11428453,10608547,22037000,5.333333333,17803472,4233528,1.97,6.19,Flawed democracy,29,Gotabaya Rajapaksa,President
Panama,PAN,PA,Republic of Panama,Panamanian balboa,Panama City,Central America,America,Panamanian,9,-80,21813.16,42024.233,74180,73613.76711,1070.980785,,17.13862571,83382.4,83382400000,1.486413553,44.32146729,7.459460647,6.701,42.12079338,95,8.856580595,6.915306915,60.77117327,0,0,27.75835276,4.555167055,80.90454838,80.71266196,28,9582.7,5047.340489,1253.661076,170.2366943,3.264271503,9.68179989,1415.244995,2.25,0.32,2.9,28000,,0.974136501,17.4,5.904,2.297,67.509728,77,7262,2234515,2233572,4468087,22.53521127,1362230,3105857,2.63,7.05,Flawed democracy,25.4,Laurentino Cortizo,President
Croatia,HRV,HR,Republic of Croatia,Croatian kuna,Zagreb,Southern Europe,Europe,Croatian,45.16666666,15.5,15050,19391.1,55960,54777.08598,1648.413072,82.07979639,38.34822418,82688.84272,82688842717,7.941281776,13.48484183,21.40709562,6.063,8.001882531,100,11.94382581,20.55525894,56.86954974,10.65136145,0,1.966542089,9.957287774,45.8596927,70.70366234,32.4,15626.9,3668.675985,1773.064923,-2048.19458,2.441125888,7.72,1095,5.54,0.02,16.4,20000,2100,2.167490516,8.8,14.8,1.53,82.07154778,78,-2000,1975280,1877920,3853200,31.78807947,1596188,2257012,2.69,6.57,Flawed democracy,40.2,Andrej Plenković,Prime Minister
Tanzania,TZA,TZ,United Republic of Tanzania,Tanzanian shilling,Dodoma,Eastern Africa,Africa,Tanzanian,-6,35,395212,452760,885800,880726.3952,5282.86997,,16.84689913,79158.28633,79158286334,3.799232914,85.58323406,11.47299938,2.607,83.92482318,45.8,0.723885118,0,33.48689436,43.90786338,0,21.93804607,0.667196187,10.72806025,14.38061695,78.3,14435.5,46487.36706,27293.19408,1758.439636,0.099507021,3.36136484,37.15989685,0.7,0.54,4.3,28000,,1.092190046,35.811,5.959,4.661,31.63313086,67,-39997,34100897,33337209,67438106,37.40458015,42210185,25227921,2.16,5.41,Hybrid regime,13.1,John Magufuli,President
Azerbaijan,AZE,AZ,Republic of Azerbaijan,New Azeri manat,Baku,Western Asia,Asia,Azerbaijani,40.5,47.5,47806,11432.967,82650,82218.65449,2589.858867,16.8224267,27.1444135,78807.47059,78807470588,13.85225901,67.10041897,13.4213203,5.65,53.33119017,100,0.572046302,0,6.630751782,86.08230719,0,6.509235256,0.409105638,-310.3846944,98.36599003,1.3,34305,15733.13101,4793.554747,-514.2347412,0,4.7,249,4.82,0.05,4.1,82000,659000,4.545968537,12.1,6,1.67,86,73,0,5137643,5004112,10141756,18.33333333,4343714,5798042,1.32,2.65,Authoritarian,27.9,Ilham Aliyev,President
Côte d'Ivoire,CIV,CI,Republic of Côte d'Ivoire,West African CFA franc,Yamoussoukro,Western Africa,Africa,Ivorian,8,-5,235000,27238.267,318000,318023.6312,2981.956895,171.0654426,18.610332,78788.82891,78788828907,4.38711707,73.99691978,11.94466231,2.403,70.89522945,70.4,0.794776712,0,15.52060613,78.05074044,0,5.223280909,1.205372518,7.077538689,26.49233002,58.2,10894.9,7980.365269,3544.205981,2083.508423,2.719796505,3.13269377,81.86914825,0.4,0.31,8.9,27000,302000,0.889183595,33.492,8.843,4.342,35.47812105,59,6000,14304003,14569031,28873034,13.7254902,13527305,15345729,2.65,4.15,Hybrid regime,14,Alassane Ouattara,President
Lithuania,LTU,LT,Republic of Lithuania,Euro,Vilnius,Northern Europe,Europe,Lithuanian,56,24,29378,22026.667,62610,62585.34796,1185.850171,36.04848511,34.10516617,77836.39696,77836396963,9.117319624,12.21761702,21.10364,6.962,10.79601676,100,3.80511456,0,8.196336308,46.47721935,0,6.458431188,31.21183654,75.04470837,67.99374947,33.2,11693.8,2998.360922,4614.14431,-1825.264038,1.146570477,7.46,1868,6.43,0.06,26.1,37000,,2.522623665,7.8,15.1,1.27,87.72420219,76,-13128,1522617,1349279,2871897,28.36879433,899076,1972821,3.54,7.5,Flawed democracy,40,Gitanas Nausėda,President
Uruguay,URY,UY,Oriental Republic of Uruguay,Uruguayan peso,Montevideo,South America,America,Uruguayan,-33,-56,140696.05,20520,175020,173706.5677,1017.871369,60.27843187,34.62017757,77240.83159,77240831587,5.869103599,28.35393452,18.51487175,8.354,24.75335617,100,14.75068921,0,60.16011645,0,0,11.44104803,28.39883552,44.43350088,46.27030789,57.8,6514.3,20393.59933,7967.681977,861.9865417,1.9037749,9.3592062,1620.326416,2.43,0.24,21.2,22000,,1.899796532,10.419,9.879,1.483,89.87304314,78,-1500,1764016,1659092,3423108,26.26262626,144763,3278345,4.87,8.38,Full democracy,31.8,Luis Lacalle Pou,President
